id,height,weight,position,firstseason,lastseason,games,pts,reb,ast,stl,fga,fgm,fta,ftm
EDWARJA01,213,102,C,1977,1995,1168,14862,6004,1499,420,11724,5802,4666,3257
EDWARJA02,193,84,F,1989,1989,4,7,2,4,1,7,3,3,1
EDWARJO01,213,120,C,2004,2005,65,99,67,8,6,94,42,25,15
EDWARKE01,190,86,G,1988,2000,604,6596,1655,1609,825,6259,2650,1395,1120
EGANJO01,180,82,G,1961,1971,712,5521,1294,2102,0,4867,2089,1668,1343
EGGLELO01,183,77,G,1948,1948,2,4,0,1,0,4,1,3,2
EHLERED01,190,90,G,1947,1948,99,800,0,177,0,1000,286,369,228
EHLOCR01,198,82,G,1983,1996,873,7492,3139,2456,989,6579,2977,1330,917
EICHHDI01,190,91,G,1961,1961,1,2,1,3,0,2,1,0,0
EISLEHO01,188,80,G,1994,2005,786,5116,1324,2748,540,4617,1881,1013,838
EKEZIOB01,206,122,F,1999,2004,143,510,383,31,38,390,165,250,180
EL-AMKH01,175,91,G,2000,2000,50,314,81,145,48,311,115,72,56
ELIASDO01,188,95,F,1946,1946,1,0,0,0,0,1,0,0,0
ELIEMA01,196,95,F,1990,2000,732,6267,2017,1875,671,4493,2124,1692,1445
ELLEFRA01,203,104,C,1948,1950,6,6,8,0,0,9,1,4,4
ELLIOBO01,206,102,C,1978,1980,141,980,502,204,69,720,356,410,266
ELLIOSE01,203,93,F,1989,2000,742,10544,3204,1897,576,8290,3852,2816,2251
ELLISAL01,196,84,F,1958,1959,118,607,616,86,0,564,227,220,153
ELLISBO01,206,89,F,1977,1979,168,613,482,113,69,548,236,193,141
ELLISDA01,201,93,G,1983,1999,1209,19002,4201,1746,974,15275,7322,3365,2639
ELLISHA01,196,91,F,1993,1997,145,840,291,89,159,592,312,329,215
ELLISJO01,198,79,F,1966,1973,524,4623,2686,716,33,4884,1946,1005,731
ELLISLA01,203,109,F,1992,2002,624,7410,4032,981,433,6409,2895,1888,1379
ELLISLE01,208,95,F,1962,1975,1048,10176,8709,1405,146,9378,4143,2595,1890
ELLISLE02,206,102,C,1991,1995,91,277,220,29,25,254,110,93,57
ELLISPE01,206,95,C,1989,2000,474,4494,3170,691,293,3579,1826,1221,841
ELMORLE01,206,100,C,1974,1983,505,2327,2146,459,379,2252,929,656,469
ELSTODA01,192,86,G,1974,1976,5,5,6,2,1,14,2,2,1
ELYME01,208,118,F,2002,2008,343,1917,1140,247,95,1645,752,661,413
EMBRYWA01,203,109,C,1958,1968,831,10380,7544,1194,0,9067,3993,3741,2394
EMMETAN01,193,98,G,2004,2004,8,7,2,0,0,6,2,5,3
ENDRENE01,188,91,F,1946,1946,16,14,0,4,0,25,3,15,8
ENGLECH01,211,111,C,1982,1987,195,343,386,45,32,336,138,99,67
ENGLEWA01,203,111,F,1988,1988,11,28,16,7,1,29,11,10,6
ENGLIAJ01,190,79,G,1990,1991,151,1502,315,320,57,1418,617,333,259
ENGLIAL01,201,86,F,1976,1990,1193,25613,6538,4351,1067,21036,10659,5141,4277
ENGLICL01,193,84,G,1970,1970,18,27,20,6,0,42,11,7,5
ENGLIJO01,193,88,G,1992,1994,50,179,54,46,18,178,74,36,20
ENGLISC01,198,93,F,1972,1974,29,93,44,15,0,93,36,29,21
ENGLUGE01,194,93,F,1949,1949,46,360,0,41,0,274,104,192,152
EPPSRA01,198,88,F,1978,1978,13,26,5,2,1,23,10,8,6
ERIASBO01,190,100,F,1957,1957,18,148,83,26,0,170,59,47,30
ERICKKE01,196,88,F,1965,1976,766,7251,3448,1991,222,6926,3014,1591,1223
ERVINJU01,198,91,F,1971,1986,836,18364,5601,3224,1508,14276,7237,4950,3844
ESCHMEV01,211,116,C,1999,2002,153,421,601,76,69,341,158,169,105
ESKRIJA01,196,91,C,1948,1948,23,64,0,14,0,69,25,20,14
ESPOSVI01,190,90,G,1995,1995,30,116,16,23,7,100,36,39,31
EVANSBO01,188,79,G,1949,1949,47,142,0,55,0,200,56,44,30
EVANSBR01,203,100,F,1996,1998,102,375,164,77,35,378,144,61,50
EVANSEA01,203,92,F,1979,1979,36,157,75,37,14,140,63,42,24
EVANSMI01,185,77,G,1979,1987,591,4531,808,1514,430,4060,1835,781,630
EWINGDA01,190,84,G,2005,2006,126,425,158,174,69,411,160,90,70
EWINGPA01,213,109,C,1985,2001,1183,24815,11606,2215,1136,19241,9702,7289,5392
EZERSJO01,190,79,F,1947,1949,135,1031,0,169,0,1270,366,447,299
FABELJO01,185,86,F,1946,1946,30,63,0,2,0,96,25,26,13
FAIRCJO01,202,93,F,1965,1969,30,60,45,11,0,89,23,20,14
FARBMPH01,185,84,F,1948,1948,48,155,0,36,0,163,50,81,55
FARLEDI01,193,86,G,1954,1958,211,1378,527,386,0,1252,481,594,416
FarmeDe01,196,100,G,2006,2008,11,26,7,11,1,29,9,3,3
FARMEJI01,193,86,F,1987,1993,136,715,186,111,42,643,275,196,143
FARMEMI01,201,95,F,1958,1965,423,2816,1950,550,0,2965,1165,597,486
FARMETO01,206,111,F,1997,1999,101,532,327,79,76,365,144,304,234
FAUGHBO01,196,84,F,1946,1946,51,343,0,33,0,478,141,106,61
FazekNi01,211,107,F,2007,2007,26,107,89,11,8,82,46,22,15
FEDORDA01,198,86,F,1962,1962,7,6,6,1,0,10,3,1,0
FEERIBO01,190,86,G,1946,1949,221,2936,0,440,0,2977,1077,972,782
FEHERBU01,193,84,G,1976,1976,48,248,74,36,11,162,86,99,76
FEICKJA01,206,116,F,1996,2000,201,911,1437,139,117,827,351,313,197
FEIERRO01,190,84,G,1955,1955,10,30,6,6,0,28,8,16,14
FEIGEGE01,185,84,G,1949,1952,17,52,7,19,0,79,18,33,16
FEITLDA01,211,107,C,1986,1991,275,1192,815,125,46,1089,471,333,250
FELIXNO01,206,102,C,2005,2005,12,18,13,2,2,25,6,8,5
FELIXRA01,211,100,C,1953,1961,637,6974,5652,448,0,5841,2406,3187,2162
FENDLJA01,183,82,G,1951,1952,103,287,126,94,0,250,86,155,115
FENLEBI01,190,86,F,1946,1946,33,85,0,16,0,138,31,45,23
FERGUDE01,201,92,F,2003,2003,7,13,4,1,0,12,5,2,0
FERNSER01,208,93,C,1975,1983,218,517,372,82,52,434,193,194,131
FERRAAL01,193,86,G,1955,1962,371,2525,830,943,0,2389,878,1012,769
FERREDU01,201,95,F,1988,1998,583,3704,1132,509,302,2961,1420,1096,822
FERRERO01,216,109,F,1988,1988,12,9,13,1,0,18,1,8,7
FERRIAR01,188,82,F,1948,1950,178,1037,271,278,0,1147,381,401,275
FERRYBO01,203,104,C,1959,1968,634,5780,3343,906,0,5142,2225,2003,1330
FERRYDA01,208,104,F,1990,2002,917,6439,2550,1185,384,5615,2505,895,752
FIELDKE01,196,100,F,1984,1987,184,1140,464,188,97,977,463,288,211
FILIPRO01,196,93,F,1967,1967,19,43,25,7,0,47,18,14,7
FILLMGR01,216,109,C,1970,1971,49,118,108,20,0,129,52,30,14
FINKEHA01,213,109,C,1966,1974,551,2790,2151,426,10,2508,1125,816,540
FINNDA01,185,84,G,1952,1954,142,1042,548,566,0,1169,382,464,278
FISHMA01,211,107,C,1994,1996,50,177,110,25,19,142,71,56,35
FITCHGE01,190,85,G,2005,2005,17,84,30,33,7,87,30,23,17
FITZGBO01,196,86,F,1946,1948,78,240,0,47,0,391,76,140,88
FITZGDI01,188,79,F,1946,1947,61,277,0,40,0,498,118,60,41
FIZERMA01,203,118,F,2000,2005,289,2782,1340,352,134,2536,1103,803,555
FLEISJE01,188,86,G,1946,1952,262,1512,152,429,0,1953,541,674,430
FLEMIAL01,201,98,F,1977,1977,20,40,30,7,0,31,15,17,10
FLEMIED01,190,86,G,1955,1959,292,2511,1532,544,0,2403,862,1077,787
FLEMIVE01,196,84,G,1984,1995,893,10125,3015,4293,926,7954,3964,2826,2159
FLORELU01,185,92,G,2004,2004,16,35,3,11,2,29,14,2,2
FLOWEBR01,203,102,F,1982,1982,53,261,180,47,19,206,110,53,41
FLOYDSL01,190,77,G,1982,1994,957,12260,2494,5175,1120,10015,4448,3493,2846
FLYNNMI01,188,82,G,1975,1977,144,896,304,321,98,840,370,239,156
FOGLELA01,196,93,G,1975,1975,2,2,3,0,1,5,1,0,0
FOLEYJA01,190,77,F,1962,1962,11,53,16,5,0,51,20,15,13
FONTAIS01,193,95,G,2001,2001,6,11,5,4,0,14,3,6,4
FONTALE01,193,86,G,1970,1970,35,134,15,22,0,145,53,37,28
FORDAL01,185,86,F,1993,1994,11,35,20,10,3,52,16,4,2
FORDAL02,206,125,F,2001,2003,73,186,124,11,6,138,70,66,46
FORDCH01,196,86,G,1972,1981,794,7314,2394,2719,1152,6874,3160,1188,868
FORDDO01,204,98,F,1975,1981,474,3016,1691,647,274,2828,1313,503,389
FORDJA01,190,82,G,1970,1971,31,126,20,35,0,91,42,55,42
FORDPH01,188,79,G,1978,1984,482,5594,854,3083,589,4560,2128,1602,1313
FORDSH01,201,95,F,1995,1995,28,90,24,5,8,80,30,34,26
FORDSH02,206,102,F,2005,2005,3,4,3,0,0,3,2,0,0
FORMADO01,178,79,G,1948,1948,44,179,0,74,0,231,68,67,43
FORREBA01,208,107,C,1977,1978,139,569,565,296,52,510,229,218,111
FORTEJO01,193,87,G,2001,2002,25,30,17,17,6,47,11,10,8
FORTSDA01,201,118,F,1997,2006,440,3615,3184,306,182,2534,1196,1556,1221
FOSTEFR01,196,95,F,1968,1976,523,4093,1275,601,57,4107,1701,950,691
FOSTEGR01,211,109,C,1990,2002,656,2538,1691,351,94,2382,1047,567,424
FOSTERO01,185,73,G,1983,1985,207,1562,258,479,137,1434,631,297,228
FOTSIAN01,208,99,F,2001,2001,28,108,62,10,9,104,42,20,17
FOUSTLA01,206,98,C,1950,1961,817,11198,8041,1368,0,9414,3814,4816,3570
FOWLEJE01,202,104,C,1951,1951,6,9,10,2,0,13,4,4,1
FOWLKTR01,201,94,F,2001,2004,103,301,228,54,47,257,105,110,87
FOXHA01,188,79,G,1972,1972,10,31,8,10,0,32,12,8,7
FOXJI01,208,104,C,1967,1976,743,6945,5525,1201,151,5452,2611,2239,1723
FOXRI01,201,104,F,1991,2003,930,8966,3517,2649,967,7519,3382,1858,1431
FOYLEAD01,208,113,C,1997,2008,733,2989,3461,344,264,2766,1318,707,353
FRAHMRI01,196,95,G,2003,2007,140,502,164,83,37,433,178,63,51
FRANCST01,190,88,G,1999,2007,576,10446,3215,3473,845,8267,3543,3494,2785
FRANKNA01,183,88,F,1946,1946,6,16,0,3,0,27,4,12,8
FRANKTE01,208,102,F,1987,1993,264,1710,1022,276,158,1456,639,583,432
FRAZIWA01,193,91,G,1967,1979,825,15581,4830,5040,681,12516,6130,4226,3321
FRAZIWI01,201,95,F,1965,1965,2,1,5,1,0,4,0,2,1
FREDEAN01,201,93,F,1988,1991,147,718,280,135,76,663,291,186,130
FREEMDO01,190,84,G,1967,1975,64,689,180,171,57,606,263,199,163
FREEMGA01,206,95,F,1970,1970,52,167,106,35,0,134,69,40,29
FREEMRO01,201,102,F,1973,1973,35,106,54,14,12,103,39,41,28
FREEWO01,188,84,G,1975,1987,886,17955,2430,3319,910,14294,6512,6264,4718
FREIJMA01,208,113,F,2004,2006,42,133,85,27,16,181,53,14,10
FREYFR01,188,88,F,1946,1946,23,88,0,14,0,97,28,56,32
FRIENLA01,193,84,G,1957,1957,44,175,106,47,0,226,74,41,27
FRINKPA01,193,88,G,1968,1968,48,123,41,55,0,147,50,29,23
FRITSJI01,203,95,C,1953,1954,84,326,249,77,0,427,132,84,62
FRYERBE01,190,84,G,1973,1974,120,756,227,357,142,665,297,206,162
FUCARFR01,188,79,F,1946,1946,28,140,0,8,0,198,53,60,34
FUETSHE01,183,77,G,1947,1947,42,109,0,17,0,140,42,40,25
FULKSJO01,196,86,F,1946,1953,489,8003,1379,587,0,9338,2824,3075,2355
FULLEHI01,206,109,F,2003,2003,4,8,11,2,0,8,3,6,2
FULLETO01,193,82,G,1980,1980,15,60,42,28,10,66,24,16,12
FULLETO02,211,116,C,1996,2000,225,835,674,46,34,752,317,301,201
FUNDELA01,206,104,F,1997,2004,318,2031,1142,183,94,1606,812,600,405
FURLOTE01,193,86,G,1976,1979,239,2550,507,568,159,2273,1044,508,438
GABORBI01,180,77,G,1949,1954,307,2997,448,626,0,3141,1080,1136,837
GAIDE01,206,99,F,2005,2005,2,0,0,0,0,0,0,0,0
GAINECO01,190,88,G,1988,1994,80,248,69,247,39,217,92,72,53
GAINEEL01,198,88,C,1947,1949,20,29,0,10,0,44,10,14,9
GAINERE01,198,93,G,2003,2005,71,123,53,50,17,148,48,33,20
GALEMI01,193,84,G,1971,1981,453,3372,1122,1965,840,3006,1425,628,518
GALLACH01,208,116,C,1993,1993,2,6,0,0,0,3,3,0,0
GALLAHA01,198,95,F,1948,1957,682,8843,6684,1208,0,7057,2810,4167,3223
GAMBEDA01,198,98,F,1958,1969,750,7935,3891,757,0,6708,2820,2791,2295
GAMBLKE01,196,95,F,1987,1996,649,6154,1457,1300,470,5106,2562,990,802
GANTTBO01,193,93,F,1946,1946,23,71,0,5,0,89,29,28,13
GarbaJo01,206,111,F,2006,2007,74,589,345,128,81,554,230,78,57
GARCERU01,206,107,F,2000,2000,13,16,29,5,3,22,7,8,2
GARCIAL01,190,100,G,2003,2004,10,47,15,18,6,59,19,6,4
GARDNEA01,190,88,F,1948,1948,50,89,0,19,0,101,38,28,13
GardnTh01,196,102,G,2007,2008,20,45,11,3,4,59,18,6,2
GARDNVE01,196,91,C,1949,1951,151,1339,349,245,0,1493,514,416,311
GARFIJA01,183,86,G,1946,1948,92,476,0,134,0,754,207,88,62
GARLAGA01,193,82,G,1979,1979,78,334,138,145,54,356,155,26,18
GARLAWI01,188,77,G,1987,1994,511,4799,1433,2421,674,4444,1912,1087,902
GARMADI01,190,91,G,1955,1960,421,5597,1748,1114,0,5019,2022,1974,1553
GARNEBI01,206,102,F,1982,1985,300,1638,1298,393,159,1167,572,686,494
GARNECH01,178,71,G,1997,2000,46,72,36,63,28,107,30,13,8
GARNEMA01,188,84,G,1998,1998,24,51,21,18,5,51,15,20,15
GARRECA01,201,86,F,1980,1983,166,855,436,242,94,820,375,129,99
GARREDE01,208,102,C,1996,2001,359,1737,1810,204,168,1504,722,433,293
GARREEL01,190,84,G,1969,1973,339,3475,1004,849,10,3392,1436,699,603
GARRERO01,198,95,F,1972,1976,263,1337,607,106,75,1273,562,276,213
GARRIJO01,203,93,F,1983,1983,33,131,77,10,8,102,52,34,27
GARRIKI01,188,83,G,1997,1999,31,72,20,30,7,75,24,25,19
GARRIPA01,206,108,F,1998,2007,552,4017,1457,443,245,3543,1479,531,428
GARRITO01,188,84,G,1988,1991,251,1359,501,853,266,1159,543,346,268
GARVIJI01,201,91,F,1973,1973,6,2,5,0,0,4,1,0,0
GATESFR01,183,73,G,1949,1949,64,287,0,91,0,402,113,98,61
GATLICH01,208,100,F,1991,2001,700,7232,3741,461,464,5469,2804,2386,1574
GATTIKE01,203,102,F,1986,1995,494,3923,2327,444,290,2956,1536,1309,850
GAYDAED01,193,95,G,1950,1950,14,54,38,13,0,42,18,23,18
GAZEAN01,201,93,F,1993,1998,26,43,12,11,4,42,16,2,2
GEARYRE01,188,85,G,1996,1997,101,209,82,110,50,227,78,67,33
GEIGEMA01,213,110,C,1992,2001,552,5059,3158,391,307,4082,2039,1325,965
GelabMi01,201,98,F,2006,2007,109,489,231,89,34,421,191,100,80
GEORGJA01,188,86,G,1953,1960,506,5153,2129,2169,0,5226,1901,1918,1351
GEORGTA01,196,86,G,1990,1994,177,736,180,325,76,717,297,172,141
GERARGU01,203,91,F,1974,1980,280,1607,719,224,151,1502,655,456,296
GERVIDE01,203,91,F,1989,1990,77,676,175,38,39,591,257,203,155
GERVIGE01,201,82,G,1972,1985,791,20708,3607,2214,941,15747,8045,5383,4541
GETCHGO01,193,93,C,1946,1946,16,5,0,0,0,8,0,5,5
GIANEJO01,208,100,C,1972,1979,541,4210,3188,832,225,3823,1798,875,614
GIBBSDI01,196,95,F,1971,1975,333,1739,624,260,67,1678,675,487,389
GIBSODE01,180,79,G,1949,1949,44,281,0,126,0,245,77,177,127
GIBSOME01,190,82,G,1963,1963,9,13,4,6,0,20,6,2,1
GIBSOMI01,208,93,F,1983,1985,64,101,106,14,13,106,41,28,19
GIBSOWA01,196,90,C,1949,1949,32,176,0,37,0,195,67,64,42
GILLEBE01,213,107,C,1988,1988,24,25,23,2,2,19,6,23,13
GILLED01,183,86,G,2000,2008,186,571,207,217,104,496,179,177,150
GILLEGE01,188,93,F,1946,1946,14,8,0,2,0,11,1,9,6
GILLIAR01,206,104,F,1987,1999,929,12700,6402,1086,676,9897,4838,3896,3024
GILLIHE01,190,86,G,1969,1976,578,6252,2175,2225,369,6120,2696,1086,860
GILLKE01,196,88,G,1990,2004,966,12914,4002,2945,1519,11672,5068,3267,2463
GILMOAR01,218,109,C,1971,1987,909,15579,9161,1777,470,9570,5732,5768,4114
GILMOWA01,198,102,F,1970,1970,27,58,73,12,0,54,23,26,12
GILMUCH01,193,102,F,1946,1950,239,1392,75,348,0,1571,511,608,370
GIRICGO01,196,95,G,2002,2007,384,3670,941,584,222,3224,1424,648,533
GIVENJA01,196,93,F,1978,1979,156,1040,456,142,123,1037,416,263,208
GLAMAGE01,198,102,C,1948,1948,11,102,0,19,0,121,30,55,42
GLASSGE01,196,100,F,1990,1995,201,1553,512,298,130,1583,686,241,155
GLENNMI01,188,79,G,1977,1986,593,4496,710,952,318,3611,1958,669,572
GLICKNO01,199,86,F,1949,1949,1,2,0,0,0,1,1,0,0
GLOUCGE01,203,107,F,1985,1985,49,239,163,32,26,209,84,122,70
GLOVECL01,203,95,F,1971,1971,25,65,46,4,0,55,25,32,15
GLOVEDI01,196,103,G,1999,2004,294,2407,897,455,233,2222,914,570,431
GlyniAn01,216,127,C,2006,2006,13,17,8,1,0,17,8,2,1
GMINSMI01,211,113,C,1980,1993,938,10953,6480,1203,507,9047,4208,3002,2531
GODFRDA01,208,113,F,1990,1991,11,13,2,0,1,12,5,4,3
GOLATO01,198,93,G,1955,1965,698,7871,5617,2962,0,6883,2964,2556,1943
GOLDFBE01,185,84,F,1946,1946,2,2,0,0,0,2,0,4,2
GOLDWAN01,185,83,G,1995,2005,266,1667,359,737,167,1425,580,380,301
GONDRGL01,198,99,F,1977,1982,435,2544,1964,605,485,2069,979,807,584
GONDRGR01,196,93,G,1986,1988,91,454,146,115,38,395,173,147,101
GOODRGA01,185,77,G,1965,1978,1031,19181,3279,4805,545,16300,7431,5354,4319
GOODRST01,208,100,F,2000,2001,21,24,26,11,3,28,9,9,5
GOODWWI01,188,92,F,1946,1947,79,347,0,22,0,503,134,102,79
GORDOLA01,190,84,G,1984,1987,201,1125,259,294,128,1208,472,206,158
GORDOPA01,190,84,F,1949,1949,4,3,0,3,0,6,0,5,3
GOTTLLE01,180,82,G,1946,1947,84,465,0,36,0,722,208,76,49
GOVEDBA01,180,84,G,1953,1953,23,75,18,24,0,79,25,37,25
GRABOJO01,201,88,F,1948,1961,845,9280,5999,1502,0,9763,3433,3447,2414
GRACERI01,185,82,G,1993,1993,3,4,1,1,0,3,2,2,0
GRAHAGR01,193,79,G,1993,1997,207,938,219,201,128,813,331,293,227
GRAHAMA01,185,84,G,1967,1968,100,327,118,75,0,327,130,102,67
GRAHAOR01,203,100,F,1988,1988,7,8,11,0,0,10,3,4,2
GRAHAPA01,198,91,G,1991,1993,179,1499,433,352,186,1299,582,318,235
GRANDJI01,213,107,C,1990,1990,26,79,50,8,2,58,30,21,10
GRANDRO01,198,98,F,1988,1995,105,254,163,58,31,208,84,115,82
GRANGST01,190,86,G,1983,1986,80,316,78,173,33,297,123,89,66
GRANTBR01,206,115,F,1994,2005,756,7933,5622,923,455,6332,3103,2306,1721
GRANTBU01,190,88,F,1949,1950,96,249,115,90,0,299,95,100,59
GRANTGA01,190,84,G,1988,2000,552,4368,1283,3013,821,4140,1864,702,545
GRANTGR01,170,64,G,1989,1995,274,767,248,751,161,820,314,138,98
GRANTHA01,203,88,F,1988,1998,783,7781,3435,1219,599,7138,3345,1448,1026
GRANTHO01,208,98,F,1987,2003,1165,12996,9443,2575,1143,10695,5439,3053,2114
GRANTJO01,206,101,F,1993,1993,53,157,89,24,18,146,59,29,22
GRANTPA01,213,111,C,1998,2003,16,29,18,3,2,29,13,8,3
GRANTTR01,201,98,F,1972,1975,33,125,52,7,0,116,51,26,23
GRATEDO01,188,84,G,1949,1949,2,4,0,3,0,6,1,2,2
GRAVEBU01,190,91,F,1984,1984,4,5,2,1,1,6,2,5,1
GRAYDE01,201,109,G,1996,1999,27,67,39,7,9,63,23,34,21
GRAYED01,190,95,G,1997,1998,60,373,73,46,27,384,130,102,83
GRAYEJE01,196,91,G,1988,1997,438,3257,1294,635,271,2925,1336,829,550
GRAYEV01,201,107,F,1996,1996,5,13,3,2,1,15,4,4,4
GRAYGA01,185,84,G,1967,1967,44,105,23,26,0,134,49,10,7
GRAYLE01,203,109,F,1974,1976,224,2408,1169,490,196,2196,1030,471,348
GRAYST01,213,107,C,1984,1990,386,906,1020,148,64,758,338,347,230
GRAYSY01,198,104,F,1988,1988,55,440,286,117,36,398,167,156,105
GRAYWY01,185,79,G,1946,1947,67,363,0,50,0,513,145,128,73
GREACBO01,201,93,F,1969,1971,43,111,65,40,0,121,45,35,21
GREENAC01,206,100,F,1985,2000,1278,12331,9473,1400,1033,9202,4544,4250,3119
GREENDA01,206,101,F,1979,1990,823,8428,6537,1614,583,6812,3251,2514,1922
GREENDE01,201,95,G,2005,2005,27,25,24,7,3,28,6,21,13
GREENGE01,203,91,F,2005,2008,181,1362,368,145,72,1208,507,269,218
GREENJE01,196,88,F,1963,1964,25,122,83,11,0,103,40,58,42
GREENJO01,196,91,F,1959,1972,1057,12281,9083,1449,0,10091,4973,4226,2335
GREENKE01,198,95,G,1985,1986,60,265,101,16,9,262,108,68,49
GREENKE02,203,98,F,1985,1985,7,31,27,2,4,27,13,9,5
GREENLA01,201,95,F,1969,1974,345,1806,2186,247,32,1738,754,452,298
GREENLI01,185,84,G,1992,1998,148,423,75,182,49,343,144,200,133
GREENLU01,201,86,F,1969,1972,5,3,3,0,0,11,0,9,3
GREENMI01,208,91,C,1973,1979,245,2062,1329,340,125,1808,832,563,398
GREENOR01,193,94,G,2005,2007,128,323,195,154,97,326,126,93,60
GREENRI01,183,77,G,1977,1991,946,8870,1819,5221,1348,7669,3594,2035,1643
GREENSE01,196,95,G,1991,1993,84,352,85,45,33,396,153,50,31
GREENSI01,188,84,G,1956,1965,504,4636,2152,1655,0,4481,1732,1735,1172
GREENSI02,206,100,F,1983,1992,679,5080,4128,635,369,4386,1993,1481,1093
GREENST01,201,100,F,1975,1978,153,705,300,97,71,641,281,203,143
GreenTa01,183,80,G,2007,2007,17,27,10,11,2,25,7,12,11
GREENTO01,188,84,G,1978,1978,59,232,68,140,61,237,92,63,48
GREERHA01,188,79,G,1958,1972,1122,21586,5665,4540,0,18811,8504,5717,4578
GreerLy01,188,79,G,2006,2006,41,167,27,53,17,141,61,32,27
GREGOCL01,203,93,F,1985,1987,25,136,97,16,10,136,62,36,12
GREGOGA01,201,102,F,1968,1973,287,2878,2033,427,0,2929,1266,484,346
GREIGJO01,201,98,F,1982,1982,9,19,6,0,0,13,7,6,5
GREKINO01,196,82,F,1953,1953,1,0,0,0,0,0,0,0,0
GREVEKE01,196,95,G,1975,1984,672,7364,1594,1247,392,6670,2915,1701,1389
GRIFFAD01,196,98,F,1999,2007,477,1919,1513,653,437,1794,785,392,299
GRIFFDA01,193,86,G,1980,1990,765,12391,2519,1627,931,11305,5237,1961,1387
GRIFFED01,208,101,F,2001,2006,303,2171,1744,236,105,2263,854,337,226
GRIFFGR01,201,86,F,1977,1977,36,145,103,24,16,169,61,36,23
GRIFFPA01,206,93,F,1976,1982,480,2443,2650,1116,403,1657,837,1111,769
GRIGSCH01,196,86,G,1954,1954,7,16,11,7,0,19,7,8,2
GRIMMDE01,206,104,F,1997,1997,9,14,4,0,3,14,4,2,2
GRIMSGE01,185,84,G,1946,1946,21,61,0,1,0,56,20,44,21
GROATDI01,180,82,G,1952,1952,26,309,86,69,0,272,100,138,109
GROSSBO01,198,91,F,1975,1982,513,4567,2253,1481,615,3629,1857,1062,848
GROTEJE01,193,98,G,1964,1964,11,14,4,4,0,11,6,2,2
GROZAAL01,201,99,C,1949,1950,130,2925,709,318,0,2136,1013,1189,899
GRUNDAN01,190,82,G,2005,2005,12,52,17,9,7,38,19,14,9
GRUNFER01,198,95,G,1977,1985,693,5124,1815,1419,472,4328,2065,1248,961
GUARIGE01,196,100,F,1959,1962,129,413,294,36,0,447,168,126,77
GUDMUPE01,218,118,C,1981,1988,150,693,563,153,35,508,251,252,190
GUERIRI01,193,88,G,1956,1969,848,14676,4278,4211,0,12451,5174,5549,4328
GUGLITO01,208,109,F,1992,2004,763,9895,5588,2140,1079,8584,3871,2570,1945
GUIBEAN01,208,102,C,1993,1994,22,60,61,12,8,67,22,25,16
GUIDIJA01,208,116,C,1992,1993,64,98,97,20,13,87,35,46,28
GUNTHCO01,193,86,F,1946,1948,84,893,0,65,0,937,311,422,271
GUNTHDA01,201,86,F,1962,1962,1,2,3,3,0,2,1,0,0
GUOKAAL01,196,91,F,1949,1949,57,214,0,95,0,299,93,50,28
GUOKAMA01,196,79,G,1966,1975,735,4285,1446,2174,117,3665,1792,964,701
GUOKAMA02,190,88,G,1946,1946,47,82,0,9,0,104,28,47,26
GUYTOAJ01,188,84,G,2000,2002,80,442,80,147,20,440,166,45,37
HACKERU01,206,95,F,1975,1976,6,14,13,3,0,10,3,14,8
HAFFNSC01,190,82,G,1989,1990,50,213,55,89,16,238,96,27,18
HAGANCL01,193,95,F,1956,1969,745,13447,5116,2242,0,11630,5239,3722,2969
HAGANGL01,183,77,G,1981,1981,4,7,4,8,3,7,3,1,1
HAHNBO01,208,109,C,1949,1949,10,10,0,1,0,13,4,7,2
HAIRSAL01,185,77,G,1968,1969,42,91,41,44,0,122,41,15,9
HAIRSHA01,201,102,F,1964,1974,776,11505,8019,1268,116,8872,4240,4080,3025
HAIRSLI01,201,82,F,1975,1975,47,273,179,21,21,228,104,112,65
HALBECH01,206,102,C,1946,1950,303,2671,539,438,0,2900,910,1344,851
HALBRHA01,221,107,C,1960,1961,143,786,949,64,0,885,307,291,172
HALEBR01,185,77,G,1948,1950,142,1297,49,424,0,1334,444,536,409
HALEYJA01,208,109,F,1988,1997,341,1180,921,82,60,1022,434,476,312
HALIMSH01,196,90,G,1968,1972,169,1136,571,302,0,1223,485,267,166
HALLIJE01,196,88,G,1971,1972,92,562,145,116,0,529,233,118,96
HallMi01,203,104,F,2006,2006,2,2,2,1,0,4,1,0,0
HAMDA01,201,100,F,1996,2004,417,1139,963,229,136,856,443,504,249
HAMERST01,213,111,C,1996,1996,35,76,60,7,2,57,30,29,16
HAMILDA01,183,82,G,1949,1949,14,25,0,17,0,33,8,19,9
HAMILDE01,203,95,F,1967,1970,69,197,101,38,0,175,91,18,15
HAMILRA01,185,85,G,1948,1948,48,289,0,83,0,447,114,91,61
HAMILRO01,188,82,G,1979,1980,73,336,110,192,48,290,116,152,104
HAMILST01,198,86,F,1958,1959,82,368,278,43,0,371,138,132,92
HAMILTA01,201,100,F,2001,2001,9,20,18,5,4,19,10,1,0
HAMILTH01,218,150,C,1995,1999,33,107,112,16,4,110,44,41,19
HAMILZE01,211,109,C,2000,2005,133,585,464,33,39,400,176,353,233
HAMMIGE01,213,119,C,1993,1995,8,14,7,2,0,10,4,9,6
HAMMOTO01,206,98,F,1989,2000,687,3617,2243,378,167,2940,1410,1154,797
HANCODA01,201,93,F,1994,1996,133,467,169,89,56,370,196,126,73
