id,height,weight,position,firstseason,lastseason,games,pts,reb,ast,stl,fga,fgm,fta,ftm
BRUNDST01,198,95,F,1989,1989,16,37,26,3,6,30,15,18,7
BRUNSRI01,193,86,G,1997,2005,337,1090,448,876,201,1050,397,283,196
BRYANEM01,185,79,G,1964,1971,566,3722,1593,1700,0,3665,1501,1043,720
BRYANJO01,206,84,F,1975,1982,606,5252,2441,1049,519,4648,2093,1404,1043
BRYANMA01,206,111,F,1988,2002,797,4313,2993,491,330,3481,1739,1196,834
BRYANWA01,213,111,C,1983,1985,102,323,374,112,35,329,134,96,55
BRYNTO01,206,113,F,1989,1989,3,4,2,0,2,2,0,6,4
BUCKHJO01,201,95,F,1961,1962,65,375,265,43,0,339,153,110,69
BUCKNCL01,206,95,F,1961,1962,68,411,240,44,0,377,163,137,85
BUCKNGR01,193,95,G,1999,2008,570,2878,1593,719,453,2491,1120,527,399
BUCKNQU01,190,86,G,1976,1985,719,5929,1969,3114,1337,5527,2546,1264,830
BUCKNST01,198,98,F,1989,1989,18,23,7,10,2,33,9,6,5
BUDDDA01,198,93,F,1960,1964,353,2505,1623,337,0,2092,962,852,581
BUDKOWA01,196,100,F,1948,1951,253,2037,684,471,0,2000,684,884,669
BUECHJU01,198,100,F,1990,2001,720,2385,1266,560,314,2221,961,316,200
BUFORRO01,196,86,G,1999,2004,230,1472,598,179,115,1530,630,182,138
BULLAMA01,208,98,F,1990,2001,615,3270,1223,535,186,2907,1215,314,241
BUNCHGR01,198,86,F,1978,1978,12,28,17,4,3,26,9,12,10
BUNTDI01,183,77,G,1952,1952,26,92,28,17,0,107,29,48,34
BUNTIBI02,201,113,C,1965,1965,42,324,252,36,0,299,118,143,88
BURDELU01,188,84,G,1975,1977,63,349,66,63,48,354,149,85,51
BURKEPA01,211,113,F,2002,2006,127,468,266,44,28,488,199,92,61
BURKMRO01,196,79,G,1981,1981,6,5,6,5,6,4,0,6,5
BURKSAN01,185,87,G,2004,2005,81,186,49,104,33,204,79,42,24
BURLEKE01,190,93,G,2005,2005,39,70,26,48,26,88,22,17,16
BURLETO01,218,102,C,1974,1980,446,4190,2794,601,312,3526,1568,1452,1054
BURMAJA01,190,86,G,1949,1949,61,598,0,179,0,711,237,182,124
BURNSDA01,188,82,G,1981,1981,9,23,5,15,3,16,7,15,9
BURNSEV01,203,118,F,1993,1993,23,56,30,9,6,55,22,23,12
BURRESC01,201,99,F,1993,2000,383,2647,1332,527,341,2321,971,506,366
BURRIAR01,196,100,F,1950,1951,74,187,205,54,0,269,70,75,47
BURROBO01,201,103,C,1956,1957,81,459,357,47,0,436,159,244,141
BURROJU01,203,110,F,1995,1995,61,189,109,15,15,170,64,93,61
BURTOED01,198,102,F,1961,1964,15,33,18,3,0,34,14,11,5
BURTOWI01,203,95,F,1990,1998,316,3243,932,393,191,2569,1090,1174,923
BURTTST01,188,84,G,1984,1992,101,584,92,123,49,512,218,210,146
BUSEDO01,193,86,G,1972,1984,648,4485,1507,2920,1160,4139,1829,844,658
BUTCHDO01,188,91,G,1961,1965,279,1696,821,585,0,1535,610,757,476
BUTLEAL01,188,79,G,1961,1964,234,2282,696,530,0,2119,930,571,422
BUTLEGR01,211,109,C,1988,1990,55,76,53,4,1,79,28,28,20
BUTLEJA01,206,119,F,2004,2006,69,343,205,30,20,254,137,89,69
BUTLEMI01,196,95,G,1993,2003,362,1868,717,342,214,1613,707,576,359
BYRNEMA01,201,98,F,1978,1982,263,1495,586,409,102,1264,585,421,310
BYRNETO01,190,79,G,1946,1950,265,1712,72,311,0,2190,655,620,402
BYTZUMI01,185,77,F,1946,1946,60,210,0,31,0,356,87,72,36
CABARZA01,211,107,F,2003,2005,150,640,312,85,33,548,234,202,148
CABLEBA01,201,79,F,1958,1963,362,2372,1888,380,0,2409,1012,523,348
CAFFEJA01,203,116,F,1995,2002,462,3368,2022,402,209,2652,1276,1282,816
CAGEMI01,206,102,C,1984,1999,1140,8278,8646,1057,1050,6445,3317,2476,1644
CALABGE01,185,79,G,1950,1951,104,492,149,148,0,514,179,191,134
CALDWAD01,203,120,F,1989,1997,197,390,496,33,56,338,164,137,62
CALDWJO01,196,88,F,1964,1974,468,7127,2367,1257,0,6444,2958,1909,1211
CALHOBI01,190,82,F,1948,1954,442,3440,1292,1036,0,3431,1171,1565,1098
CALHOCO01,201,95,F,1972,1979,542,2896,1962,601,293,2609,1200,634,496
CALIPDE01,185,75,G,1991,1991,7,11,5,12,1,18,4,3,2
CALLATO01,185,82,G,1946,1946,13,17,0,4,0,29,6,12,5
CALLORI01,198,82,G,1990,1990,64,205,78,61,22,192,75,79,55
CALVEER01,178,66,G,1946,1948,165,1961,0,572,0,2633,767,604,427
CALVIMA01,183,75,G,1969,1980,222,1552,276,550,139,1143,480,696,590
CAMBRDE01,201,102,F,1992,1992,53,370,167,58,24,312,151,99,68
CAMPBEL01,211,98,C,1990,2004,1045,10805,6116,1199,702,8835,4062,3832,2679
CAMPBTO01,201,98,F,1984,1994,690,7994,2117,1019,582,6981,3180,1984,1567
CANNOLA01,193,88,G,1969,1973,22,124,39,55,9,134,52,31,20
CARLHO01,175,73,G,1961,1961,31,170,39,57,0,201,67,51,36
CARLICH01,196,88,F,1946,1946,51,256,0,17,0,373,100,92,56
CARLIGE01,190,82,G,2004,2004,6,8,1,1,0,3,2,6,4
CARLIRI01,196,95,G,1984,1989,188,422,141,201,42,422,178,71,55
CARLSAL01,211,107,C,1975,1975,28,72,73,13,7,79,27,29,18
CARLSDO01,183,77,G,1946,1950,180,1447,15,324,0,1813,599,400,249
CARNEBO01,190,77,C,1954,1954,19,69,45,16,0,64,24,40,21
CARPEBO01,196,91,F,1949,1950,122,937,229,171,0,972,321,384,295
CARRAN01,206,102,F,1984,1999,987,9176,3384,1086,361,7286,3663,2364,1844
CARRAU01,193,91,G,1971,1980,682,10473,1990,1878,433,9714,4359,2181,1753
CARRCH01,196,94,G,1995,2000,297,1988,658,294,93,1753,730,457,369
CARRCO01,190,95,G,1998,1998,42,171,49,66,21,216,71,32,24
CARRIBO01,198,88,G,1977,1979,82,672,187,120,69,626,268,179,136
CARRKE01,201,100,F,1977,1986,674,7813,4999,923,484,5998,3057,2479,1696
CARRML01,198,93,F,1975,1984,604,5853,2595,1112,812,4954,2330,1555,1160
CARROJO01,213,102,C,1980,1990,705,12455,5404,1264,687,10583,5021,3232,2413
CARRUJI01,208,120,F,1996,1996,4,5,4,0,0,3,2,1,1
CARTEBU01,196,82,G,1980,1985,361,3137,546,683,321,2717,1290,638,503
CARTEFR01,190,84,G,1969,1976,611,9271,2381,2122,371,9219,3917,2073,1437
CARTEGE01,193,95,F,1967,1975,1,3,0,1,0,2,1,1,1
CARTEHO01,196,98,G,1983,1984,66,351,89,75,20,339,149,62,48
CARTEJA01,193,88,F,1949,1949,24,82,0,24,0,75,23,53,36
CARTEMA01,196,95,G,2003,2003,10,42,11,4,0,35,11,20,16
CARTERE01,190,79,G,1980,1981,135,471,164,206,58,459,178,149,115
CARTERO01,196,86,G,1978,1979,59,176,64,34,19,161,69,61,38
CARTWBI01,216,111,C,1979,1994,963,12713,6106,1390,460,8868,4656,4412,3401
CARTYJA01,202,100,F,1968,1968,28,76,58,11,0,89,34,11,8
CASHCO01,203,98,F,1976,1976,6,21,16,1,2,23,9,6,3
CASSESA01,190,84,G,1993,2008,994,15635,3221,5939,1058,12559,5698,4144,3567
CATCHHA01,206,99,C,1974,1984,725,2335,3639,608,261,2127,926,747,483
CATLESI01,168,104,F,1971,1971,9,6,4,1,0,9,2,9,2
CATLETE01,203,100,F,1985,1992,515,6520,3314,459,285,5311,2576,2087,1365
CATOKE01,211,116,C,1997,2006,541,2960,2874,244,292,2216,1123,1107,713
CATTABO01,206,113,F,1981,1985,78,242,107,11,13,218,88,85,65
CAUSWDU01,213,109,C,1990,2000,541,2648,2273,243,220,2029,1029,952,588
CAVENRO01,216,104,C,1984,1988,58,84,168,19,12,89,30,44,24
CEBALCE01,198,86,F,1990,2000,609,8693,3258,723,450,6824,3414,2165,1630
CELESJO01,193,81,G,1999,1999,16,37,11,20,7,45,15,6,5
CERVIAL01,180,77,G,1949,1952,202,1591,261,648,0,1128,405,931,781
CHALMLI01,183,82,G,2004,2004,36,111,31,51,13,125,42,24,15
CHAMBBI01,198,85,F,1972,1973,28,153,80,37,20,130,57,56,39
CHAMBJE01,196,84,F,1966,1973,238,1931,739,182,0,1860,822,384,287
CHAMBTO01,206,100,F,1981,1997,1107,20049,6703,2283,885,15749,7378,6274,5066
CHAMBWI01,216,113,C,1959,1972,1045,31419,23924,4643,0,23497,12681,11862,6057
CHAMPMI01,208,104,F,1988,1988,2,0,0,0,0,3,0,0,0
CHANEDO01,196,95,G,1968,1979,742,6216,2913,1593,492,5738,2513,1532,1189
CHANEJO01,190,84,F,1949,1949,16,70,0,20,0,86,25,29,20
CHAPMRE01,193,84,G,1988,1999,666,9731,1645,1798,592,8638,3716,1868,1494
CHAPPLE01,203,109,F,1962,1971,591,5621,3113,434,0,4898,2212,1732,1197
CHARLKE01,190,82,G,1973,1977,322,2747,640,806,407,2458,1083,736,581
CHARLLO01,201,102,F,1985,1985,36,122,39,8,2,88,49,36,24
CHEANCA01,201,95,G,1993,2005,825,7826,2610,1398,659,7227,3366,1288,890
CHEEKMA01,185,82,G,1978,1992,1101,12195,3088,7392,2310,9374,4906,2938,2331
CHENIPH01,190,82,G,1971,1980,578,9931,2063,1742,682,9271,4120,2091,1685
CHIEVDE01,201,88,F,1988,1990,154,1086,364,110,77,900,399,371,280
CHILCPE01,208,104,F,1991,1999,584,2494,1933,488,267,2368,1044,313,218
CHILDCH01,190,88,G,1994,2002,541,3710,1308,2633,490,3196,1288,934,762
CHILDJO01,203,93,F,2004,2007,284,3162,1583,526,289,2237,1168,917,733
CHILDRA01,188,85,G,1995,1996,51,124,25,49,17,119,39,35,28
CHOLLLE01,188,86,F,1949,1950,63,181,15,49,0,230,67,75,47
CHONEJI01,211,100,C,1972,1981,623,7664,5196,1079,332,7014,3280,1569,1104
CHRISBO01,208,116,C,1969,1973,246,942,1002,203,19,712,346,355,250
CHRISCA01,196,95,F,1950,1954,291,1507,1587,460,0,1471,486,883,535
CHRISDO01,198,91,G,1992,2006,827,9301,3382,2992,1555,7604,3238,2460,2020
CHRISFR01,193,95,G,1954,1954,6,20,8,7,0,18,5,11,10
CHURCRO01,198,88,G,1995,1995,4,6,3,1,0,8,3,0,0
CLARKAR01,188,79,G,1966,1975,725,11819,2427,3498,231,9784,4693,3163,2433
CLARKCA01,193,95,G,1983,1984,93,223,86,65,43,204,83,71,57
CLARKKE01,211,100,C,1998,2003,353,2882,2096,322,184,2359,1179,811,523
CLAXTCH01,213,120,C,1995,1995,3,2,2,0,0,2,1,2,0
CLAXTSP01,180,75,G,2001,2008,334,3096,671,1441,503,2752,1126,1053,802
CLEAMJI01,190,84,G,1971,1979,652,5412,1981,2531,533,4870,2242,1204,921
CLEAVMA01,190,95,G,2000,2005,167,609,175,310,67,599,233,180,131
CLEMEJO01,198,95,F,1965,1975,790,5312,2532,905,131,4987,2262,1043,788
CLIFTNA01,198,100,C,1950,1957,544,5444,4469,1367,0,5766,2082,2021,1280
CLOSSBI01,196,88,F,1949,1951,186,1669,605,346,0,1918,605,639,459
CLOSSKE01,221,96,C,1997,1999,130,502,372,44,28,427,201,165,100
CLOYDPA01,188,82,G,1949,1949,7,19,0,2,0,26,7,8,5
CLUGGMA01,208,107,C,1946,1946,54,238,0,22,0,356,93,91,52
CLYDEBE01,201,90,F,1974,1974,25,69,41,5,5,72,31,9,7
COFFERI01,198,96,G,1990,1990,52,68,79,3,6,75,28,22,12
COFIEFR01,190,86,G,1985,1986,50,169,51,86,22,195,77,20,12
COKERJO01,213,115,C,1995,2000,25,41,29,3,2,44,18,6,5
COLEMBE01,206,107,F,1986,1993,227,1494,928,128,94,1129,583,432,328
COLEMDE01,208,104,F,1990,2004,781,12884,7232,1985,606,10333,4616,4326,3326
COLEMEC01,203,102,F,1973,1978,357,2553,2151,472,305,2378,1104,497,345
COLEMJA01,201,88,F,1949,1957,633,6721,5186,1749,0,6763,2813,1575,1095
COLEMNO01,203,95,F,1987,1987,29,153,81,13,11,191,66,36,20
COLESBI01,185,82,G,1990,2003,852,6628,1820,3313,734,5991,2549,1576,1278
COLLIAR01,193,84,G,1980,1980,29,94,41,25,11,99,35,36,24
COLLIDO01,198,82,G,1973,1980,415,7427,1339,1368,518,5839,2927,1888,1573
COLLIDO02,198,86,G,1980,1986,303,2983,837,546,332,2548,1235,682,511
COLLIJA01,193,89,G,1997,1997,23,59,14,3,6,55,21,14,8
COLLIJA02,213,118,F,2000,2004,151,841,443,51,36,743,338,214,158
COLLIJI01,188,79,G,1970,1971,74,281,66,70,0,285,118,56,45
COLONJO01,196,95,F,1948,1948,15,83,0,9,0,113,35,19,13
COLSOSE01,183,75,G,2000,2000,13,15,6,10,1,24,6,4,2
COLTEST01,190,75,G,1984,1994,526,3319,1051,1482,463,2891,1295,839,653
COMBSLE01,203,95,F,1983,1983,48,218,56,38,23,163,81,91,56
COMEGDA01,206,93,C,1987,1988,142,856,452,95,78,704,322,311,212
COMLELA01,196,95,G,1963,1963,12,25,19,12,0,37,8,16,9
CONLEGE01,203,102,C,1952,1963,351,2069,2212,201,0,2244,833,613,403
CONLIED01,196,91,F,1955,1961,486,4891,2349,949,0,5039,1862,1556,1167
CONLOMA01,208,102,C,1991,1999,379,2454,1310,379,148,1942,967,687,505
CONNELE01,193,82,G,1982,1994,687,4337,1861,2669,1085,3618,1639,1378,1037
CONNOCH01,196,86,F,1946,1947,53,239,0,41,0,393,99,87,41
COOKAN01,206,93,F,1990,1995,116,418,428,34,43,378,166,164,86
COOKBE01,190,84,G,1954,1954,37,118,72,33,0,133,42,50,34
COOKBO01,178,70,G,1949,1949,51,587,0,158,0,620,222,181,143
COOKDA01,190,83,G,1980,1988,612,5820,1308,2248,1044,5475,2479,1056,807
COOKEDA01,203,104,F,1985,1985,6,9,10,1,4,11,2,10,5
COOKEJO01,190,79,G,1970,1970,73,316,114,93,0,341,134,59,48
COOKJE01,208,98,F,1979,1987,518,2734,2334,707,306,2351,1085,786,563
COOKNO01,203,95,F,1976,1977,27,65,30,6,10,75,28,17,9
COOKOM01,185,86,G,2003,2004,22,37,13,46,16,51,17,6,3
COOPECH01,196,95,F,1950,1955,409,2725,2431,734,0,2750,933,1156,859
COOPEDU01,185,84,G,1992,1993,88,204,59,178,21,199,80,50,36
COOPEJO01,208,104,C,1981,1984,24,109,97,19,11,89,45,35,19
COOPEMI01,196,77,G,1978,1989,873,7729,2769,3666,1033,6429,3014,1529,1273
COOPEWA01,208,100,C,1978,1991,984,7777,6095,852,295,7100,3242,1747,1286
COPATO01,208,125,F,1991,1991,33,48,36,3,2,40,22,13,4
COPELHO01,198,82,F,1979,1981,93,464,161,89,65,406,198,92,68
COPELLA01,198,86,F,1989,1991,33,90,17,14,3,91,38,16,13
CORBITY01,198,95,F,1985,2000,1065,9766,5046,1894,1228,8584,3918,2189,1732
CORCHCH01,183,84,G,1991,1993,112,416,129,243,73,311,131,163,133
CORLEKE01,194,95,C,1946,1946,3,0,0,0,0,0,0,0,0
CORLERA01,183,82,G,1949,1952,86,394,48,152,0,479,149,157,96
CORZIDA01,211,113,C,1978,1990,891,7615,5262,1477,369,6401,3097,1889,1411
COSTELA01,185,84,G,1954,1967,706,8622,2705,3215,0,7068,3095,2891,2432
COTTOJA01,201,91,F,1949,1949,54,276,0,65,0,332,97,161,82
COTTOJA02,196,100,G,1997,1998,19,49,16,0,4,39,14,27,21
COUGHJO01,201,102,F,1979,1979,24,68,19,12,7,81,29,14,8
COUNTME01,213,104,C,1964,1975,789,6516,4756,1100,85,6122,2665,1552,1186
COURTJO01,203,107,F,1992,1996,96,264,140,27,20,245,106,79,50
COURTST01,185,85,G,1964,1964,24,101,22,22,0,103,42,21,17
COUSYBO01,185,79,G,1950,1969,924,16960,4786,6955,0,16468,6168,5756,4624
COWENDA01,206,104,C,1970,1982,766,13516,10444,2910,599,12499,5744,2590,2027
COXJO01,193,82,G,1962,1962,73,573,280,142,0,568,239,135,95
COXJO02,188,82,G,1982,1982,7,29,10,6,0,37,13,6,3
COXWE01,198,98,F,1977,1978,74,342,206,23,34,296,122,192,98
CRAWFCH01,206,107,F,1997,2003,252,1654,547,154,101,1393,609,444,366
CRAWFFR01,193,86,G,1966,1970,297,2031,746,610,0,1864,832,617,367
CrawfJo01,196,94,G,2008,2008,2,9,4,1,1,10,3,2,2
CREIGJI01,203,91,F,1975,1975,32,31,45,4,2,43,12,16,7
CREVIRO01,213,107,F,1985,1985,3,0,1,0,0,3,0,2,0
CRISLHA01,190,98,F,1946,1946,4,6,0,0,0,6,2,2,2
CRISPJO01,183,84,G,2001,2001,21,79,11,26,5,68,26,13,12
CRISSCH01,173,75,G,1977,1984,418,3534,592,1335,366,3045,1315,1065,885
CRITEWI01,201,106,F,1987,1988,31,87,65,15,5,71,34,25,19
CrittJa01,196,90,G,2007,2008,113,595,277,201,59,518,229,196,125
CROCKDI01,193,93,F,1948,1952,154,1352,215,205,0,1407,444,657,464
CROMPJE01,211,127,C,1978,1983,82,99,139,28,10,108,40,43,19
CROSBTE01,193,88,G,1979,1979,4,6,1,7,0,4,2,2,2
CROSHAU01,206,107,F,1997,2008,659,4475,2650,627,245,3659,1491,1236,1064
CROSSFR01,185,75,G,1947,1949,147,694,0,223,0,907,288,166,118
CROSSJE01,208,109,F,1985,1985,21,26,30,1,2,24,6,25,14
CROSSPE01,206,104,C,1970,1972,182,1057,1519,187,0,934,403,361,251
CROSSRU01,208,98,C,1983,1983,45,166,82,22,12,112,64,91,38
CROTTJO01,185,84,G,1992,2002,477,1903,502,999,181,1449,625,608,509
CROWDCO01,196,97,F,1991,1994,58,120,44,18,8,122,45,24,17
CROWMA01,201,95,F,1977,1977,15,84,27,8,5,80,35,20,14
CUMMIPA01,206,104,C,1979,1990,683,6529,3825,807,360,5506,2734,1440,1061
CUMMITE01,206,100,F,1982,1999,1183,19460,8630,2190,1255,16628,8045,4711,3326
CUMMIVO01,190,84,G,1999,2001,199,1381,321,534,176,1359,521,317,230
CUNNIBI01,198,95,F,1965,1975,654,13626,6638,2625,115,11467,5116,4717,3394
CUNNIDI01,208,111,C,1968,1974,360,1012,1324,221,2,1004,408,308,196
CUNNIWI01,211,113,C,1997,1998,23,14,38,2,3,27,7,2,0
CURCIRA01,208,125,C,1992,1992,20,58,49,12,7,41,16,36,26
CUREAR01,183,90,F,1946,1946,12,10,0,0,0,15,4,3,2
CURETEA01,206,95,F,1980,1996,674,3620,3172,678,341,3263,1545,985,530
CURLEBI01,206,100,F,1994,2000,147,394,290,60,61,354,157,105,78
CURRAFR01,183,79,G,1948,1949,123,602,0,149,0,403,159,367,284
CURRYDE01,193,86,G,1986,2001,1083,12670,2617,1909,985,11146,5090,1476,1245
CURRYMI01,196,95,G,1993,2004,667,2986,1048,804,336,2448,1094,872,719
CVETKRA01,216,118,C,1995,1995,14,10,11,3,2,16,5,4,0
DAHLEED01,196,86,F,1951,1951,14,35,22,5,0,38,14,7,7
DAILEQU01,190,82,G,1982,1991,528,7470,1307,1188,500,6460,2936,2025,1577
DALLMHO01,193,91,F,1946,1948,146,1408,0,340,0,1833,519,530,370
DAMPILO01,183,77,G,1967,1978,232,1553,261,643,171,1418,692,226,169
DANDRBO01,198,88,F,1969,1981,839,15530,5715,2846,661,13317,6445,3382,2638
DANIEAN01,193,88,G,1997,2008,867,6620,1608,2931,564,5106,2269,2171,1722
DANIEER01,203,97,F,2004,2004,21,13,18,4,2,18,6,0,0
DANIELL01,201,93,G,1992,1997,200,1411,440,312,102,1373,553,206,153
DANIEME01,206,100,C,1967,1976,11,39,34,6,3,35,13,23,13
DANILPR01,196,91,G,1995,1996,75,957,182,149,69,754,331,223,176
DANTLAD01,196,94,F,1976,1990,955,23177,5455,2830,944,15121,8169,8351,6832
DANTMI01,190,84,G,1973,1976,130,432,186,248,152,469,184,87,64
DARCEHE01,201,98,C,1952,1952,12,11,10,2,0,18,3,9,5
DARDEJI01,185,77,G,1949,1949,26,211,0,67,0,243,78,80,55
DAREYI01,213,120,C,1994,1997,110,233,281,4,12,217,86,107,61
DARKJE01,194,95,G,1974,1974,47,170,37,30,3,157,74,40,22
DARROJI01,178,77,G,1961,1961,5,12,7,6,0,15,3,7,6
DAUGHBR01,213,111,C,1986,1993,548,10389,5227,2028,422,7189,3823,3670,2741
DavidJe01,208,104,F,2007,2008,52,162,96,14,9,161,68,45,26
DAVIDKO01,206,107,F,1998,2000,109,549,306,64,46,451,201,180,147
DAVIEBO01,185,79,G,1948,1954,462,6594,980,2250,0,6067,2292,2647,2010
DAVISAN01,206,98,F,1993,2005,903,9041,6755,1017,430,7120,3187,3668,2665
DAVISAU01,188,79,G,1946,1946,59,287,0,14,0,381,107,115,73
DAVISBE01,206,109,F,1996,1999,40,54,53,5,6,59,21,26,12
DAVISBI01,190,98,F,1946,1946,47,84,0,11,0,146,35,41,14
DAVISBO01,201,98,F,1972,1972,9,16,5,2,0,28,6,6,4
DAVISBR01,190,82,G,1977,1991,961,7866,1738,4709,756,5820,2970,2001,1656
DAVISBR02,201,91,F,1993,1993,68,131,55,22,16,126,40,68,50
DAVISCH01,187,73,G,1971,1973,144,1287,219,319,2,1240,506,341,275
DAVISCH02,201,98,F,1981,1989,415,2214,1008,309,127,2152,970,346,255
DAVISDA01,211,104,F,1991,2006,1094,8706,8605,978,691,6779,3592,2708,1522
DAVISDW01,203,100,F,1972,1976,340,2936,1991,529,139,2669,1130,926,676
DAVISED01,201,88,F,1972,1976,286,1478,800,295,76,1265,579,380,320
DAVISEM01,193,88,G,1996,2002,226,1100,440,396,167,1020,402,178,140
DAVISHA01,201,100,F,1978,1979,44,175,72,16,14,165,72,45,31
DAVISHU01,196,83,G,1992,2003,685,5583,1045,1172,297,4600,2108,763,639
DAVISJA01,201,100,C,1955,1955,3,2,4,1,0,6,0,2,2
DAVISJI01,206,102,C,1967,1974,597,3997,3109,739,89,3291,1518,1425,961
DAVISJO01,187,77,G,1976,1985,750,9710,1505,3368,683,8258,3699,2777,2279
DAVISJO02,203,107,F,2003,2005,52,128,88,13,10,123,46,21,17
DAVISMA01,201,95,F,1995,1999,230,1261,697,294,200,1071,473,438,287
DAVISMA02,198,88,F,1988,1988,33,127,37,14,13,102,49,34,28
DAVISME01,198,100,F,1973,1976,190,1008,816,164,66,1147,431,206,146
DAVISMI01,190,84,G,1969,1972,191,2066,435,346,0,1861,790,634,486
DAVISMI03,208,104,F,1982,1982,8,14,10,0,0,10,4,10,6
DAVISMO01,201,93,F,1980,1980,2,3,4,0,0,5,1,5,1
DAVISRA01,193,82,G,1960,1961,150,1195,248,424,0,1332,545,155,105
DAVISRO01,198,90,G,1976,1981,78,417,139,53,43,374,157,177,101
DAVISTE01,206,102,F,1989,2000,480,3061,2882,273,183,2545,1202,1081,654
DAVISWA01,203,93,C,1953,1957,325,1558,1397,231,0,1651,623,449,312
DAVISWA03,198,88,G,1977,1991,1033,19521,3053,3878,1280,15871,8118,3676,3128
DAWKIDA01,211,114,C,1975,1988,726,8733,4432,917,345,6079,3477,2593,1777
DAWKIJO01,188,75,G,1986,1994,541,5984,1336,2997,618,5175,2361,1262,1082
DAWKIPA01,196,86,F,1979,1979,57,316,125,77,33,300,141,48,33
DAWSOTO01,201,98,F,1990,1994,6,17,5,1,0,15,7,1,1
DAYEDA01,203,100,F,1983,1987,328,2225,844,672,191,1730,849,771,525
DAYTO01,198,85,G,1992,2000,483,5915,1649,713,532,5016,2035,1727,1277
DEANEGR01,193,86,G,1979,1979,7,10,6,6,0,11,2,7,5
DEBUSDA01,198,100,F,1962,1973,875,14053,9618,2497,67,13249,5722,3730,2609
DECLEAN01,208,104,C,1995,2004,587,2815,2488,339,390,2207,1118,932,579
DEESAR01,203,93,F,1958,1961,190,1548,907,132,0,1429,575,501,398
DEHERTE01,188,86,G,1993,1998,402,3235,588,1034,213,2632,1082,954,743
DEHNEHE01,189,79,F,1946,1946,10,14,0,0,0,15,6,6,2
DELEBI01,206,107,C,1991,1998,413,4536,2564,440,320,3499,1847,1215,840
DELKTO01,185,86,G,1996,2005,545,4957,1351,1024,447,4593,1874,958,737
DELNEVI01,193,84,G,1988,2001,771,7038,1810,2484,576,6031,2863,1273,1069
DELONNA01,198,100,C,1951,1951,17,64,31,14,0,42,20,35,24
DEMBOFE01,196,98,F,1988,1988,31,36,23,5,1,42,14,10,8
DEMICLA01,206,102,F,1979,1981,206,976,805,106,72,865,397,314,182
DEMPSDE01,190,93,G,1993,1996,20,59,9,9,6,42,21,21,16
DEMPSGE01,188,86,G,1954,1958,315,1574,1125,711,0,1453,591,593,392
DENNAKE01,203,100,F,1981,1983,95,268,286,93,74,254,109,73,47
DENNIBL01,188,79,G,1952,1952,1,5,4,0,0,5,2,1,1
DENTORA01,208,109,C,1971,1976,45,239,218,33,14,256,103,47,33
DERLIRO01,183,79,G,1974,1975,107,518,86,71,34,513,215,112,88
DEUTSDA01,185,77,G,1966,1966,19,21,21,15,0,36,6,20,9
DEVLIWA01,196,88,G,1955,1957,210,1496,449,446,0,1532,560,507,376
DEZONHA01,197,98,F,1950,1950,5,17,18,9,0,25,6,7,5
DIALDE01,193,83,G,1999,2003,82,253,133,63,21,277,103,58,39
DiazGu01,188,87,G,2007,2007,6,5,2,1,0,4,1,5,3
DICKADA01,183,86,G,2002,2007,300,1745,405,752,164,1517,608,421,350
DICKEDE01,201,99,F,1973,1977,321,1962,1575,346,129,1818,854,341,254
DICKEDI01,185,79,G,1951,1951,45,127,81,50,0,136,40,69,47
DICKEHE01,193,86,G,1975,1976,23,45,5,19,3,41,15,24,15
DICKEKA01,203,98,F,2003,2007,19,22,12,2,2,20,8,4,3
DICKEMI01,196,86,G,1998,2002,212,3257,609,553,213,2824,1219,677,531
DIERKCO01,206,101,C,1958,1970,706,7094,4757,1053,0,6880,2867,1951,1360
DIETRCO01,208,100,C,1970,1982,480,2915,1869,990,428,2588,1210,664,492
DIGREER01,183,82,G,1973,1977,312,2997,610,1594,190,3052,1268,511,461
DILLAMI01,190,77,G,1981,1981,33,73,15,34,8,79,29,23,15
DILLEBO01,190,86,F,1946,1946,57,296,0,40,0,563,111,111,74
DILLOJO01,190,82,F,1949,1949,22,36,0,5,0,55,10,22,16
DINKIBY01,185,77,G,1989,1990,45,151,52,94,21,143,58,39,34
DINKIJA01,196,95,F,1971,1971,18,45,20,7,0,41,17,20,11
DINWIBI01,201,100,F,1967,1971,220,974,720,129,0,1095,404,272,166
DIOGUIK01,203,113,C,2005,2008,187,1139,574,67,33,808,405,408,328
DISCHTE01,201,86,F,1962,1972,652,9012,3646,1151,0,6836,3457,2768,2098
DIUTEFR01,190,95,G,1954,1954,7,11,13,4,0,21,2,12,7
DIVACVL01,211,110,C,1989,2004,1134,13398,9326,3541,1288,10510,5205,4176,2888
DIXONJU01,190,74,G,2002,2008,436,3678,816,775,341,3393,1400,657,547
DJORDAL01,188,90,G,1996,1996,8,25,5,5,0,16,8,5,4
DODDEA01,196,79,F,1949,1949,9,15,0,6,0,27,6,5,3
DOLEAMI01,211,119,C,1998,2007,587,2882,1956,343,200,2838,1246,492,389
DOLHOJO01,183,79,G,1949,1950,77,494,18,174,0,514,160,237,174
DOLLBO01,194,88,F,1946,1949,196,1653,0,273,0,2211,633,585,387
DONALJA01,218,125,C,1980,1994,957,8203,7492,765,336,5442,3105,2722,1993
DONHABO01,188,86,G,1950,1953,273,1818,1071,706,0,1379,662,975,494
DONOVBI01,180,78,G,1987,1987,44,105,25,87,16,109,44,21,17
DONOVHA01,188,82,G,1949,1949,45,253,0,38,0,275,90,106,73
